userId,movieId,rating,movie_idx
65,258,4,257
232,202,5,201
82,623,4,622
213,334,3,333
191,476,2,475
99,344,4,343
267,145,1,144
300,56,4,55
306,89,5,88
233,141,3,140
82,576,4,575
180,264,2,263
296,133,4,132
37,153,5,152
6,382,4,381
263,813,4,812
180,872,1,871
200,146,1,145
84,507,4,506
268,367,3,366
58,468,3,467
285,143,4,142
192,96,1,95
112,595,5,594
291,11,5,10
129,1014,3,1013
274,98,4,97
188,520,5,519
218,82,1,81
217,209,5,208
122,427,3,426
118,222,5,221
157,177,4,176
221,118,4,117
301,322,2,321
278,501,3,500
300,79,5,78
180,3,2,2
200,695,1,694
12,198,3,197
0,189,3,188
144,237,5,236
22,385,4,384
200,767,4,766
295,705,5,704
41,546,3,545
32,872,3,871
300,554,3,553
15,64,5,63
94,135,3,134
153,357,4,356
76,484,5,483
295,508,5,507
301,303,2,302
243,673,3,672
221,77,4,76
12,215,5,214
15,705,5,704
269,452,4,451
144,15,2,14
186,64,5,63
199,304,5,303
169,749,5,748
100,829,3,828
183,218,3,217
127,204,4,203
180,1295,1,1294
183,153,3,152
0,33,4,32
0,160,4,159
183,321,5,320
53,595,3,594
93,343,4,342
127,508,4,507
22,323,2,322
300,227,3,226
300,191,3,190
111,903,1,902
81,183,3,182
221,724,3,723
217,430,3,429
307,1197,4,1196
302,134,5,133
132,751,3,750
214,212,2,211
68,256,5,255
253,662,4,661
275,2,4,1
103,984,1,983
62,1067,3,1066
266,410,4,409
12,56,5,55
239,879,3,878
285,237,2,236
293,271,5,270
89,1086,4,1085
17,26,4,25
91,229,3,228
307,649,4,648
143,89,3,88
190,302,4,301
58,951,3,950
199,96,5,95
15,197,5,196
60,678,3,677
270,199,4,198
270,709,3,708
141,169,5,168
274,597,3,596
221,151,3,150
86,40,3,39
206,258,4,257
271,1393,2,1392
176,333,4,332
206,1115,2,1114
298,577,3,576
270,378,4,377
304,425,4,424
48,959,2,958
93,1224,3,1223
129,1017,3,1016
9,175,3,174
202,321,3,320
190,286,4,285
42,323,3,322
20,558,5,557
196,96,5,95
12,344,2,343
193,66,3,65
233,206,4,205
307,402,4,401
307,640,4,639
268,522,5,521
93,265,4,264
267,62,3,61
271,12,5,11
120,291,3,290
295,20,5,19
133,286,3,285
179,462,5,461
233,612,3,611
103,117,2,116
37,758,1,757
268,845,1,844
6,163,4,162
233,1451,3,1450
274,405,2,404
51,250,3,249
101,823,3,822
12,186,4,185
177,731,4,730
235,71,3,70
255,781,5,780
262,176,5,175
243,186,3,185
278,1181,4,1180
42,815,4,814
82,78,2,77
150,197,5,196
253,436,2,435
108,631,3,630
296,716,3,715
248,188,4,187
143,699,4,698
300,604,4,603
63,392,3,391
91,501,2,500
221,97,4,96
267,436,3,435
292,135,5,134
212,173,5,172
159,460,2,459
12,498,4,497
58,715,5,714
4,17,4,16
124,163,5,162
173,315,5,314
113,505,3,504
212,515,4,514
22,196,2,195
127,15,4,14
238,56,4,55
180,279,1,278
290,80,4,79
249,238,4,237
200,649,3,648
59,60,5,59
180,325,2,324
118,407,3,406
286,1,5,0
215,228,3,227
215,531,4,530
202,471,4,470
91,587,3,586
12,892,3,891
212,176,4,175
285,288,5,287
116,1047,2,1046
98,111,1,110
10,558,3,557
64,47,2,46
294,194,4,193
268,217,2,216
84,259,2,258
249,596,5,595
136,144,5,143
200,960,2,959
256,137,4,136
110,328,4,327
90,480,4,479
214,211,4,210
180,938,1,937
188,1060,5,1059
0,20,4,19
302,404,4,403
298,305,3,304
186,210,4,209
221,278,2,277
213,568,4,567
292,770,3,769
284,191,4,190
302,252,3,251
95,156,4,155
71,1110,3,1109
114,1067,4,1066
6,430,3,429
115,350,3,349
72,480,4,479
268,246,5,245
262,419,5,418
69,431,3,430
220,475,4,474
71,182,5,181
24,357,4,356
289,50,5,49
188,526,4,525
298,303,3,302
263,294,3,293
199,365,5,364
186,135,4,134
183,187,4,186
62,289,2,288
12,229,4,228
297,486,3,485
234,185,4,184
61,712,4,711
245,94,2,93
53,742,5,741
62,762,3,761
10,732,3,731
91,168,4,167
7,550,3,549
306,174,4,173
302,200,4,199
255,849,2,848
71,54,3,53
163,406,2,405
116,150,4,149
223,77,4,76
192,869,3,868
93,184,2,183
280,338,2,337
129,109,3,108
127,371,1,370
93,720,1,719
181,845,3,844
128,873,1,872
253,229,4,228
63,381,4,380
150,176,2,175
44,25,4,24
192,879,3,878
275,922,4,921
275,57,3,56
233,187,4,186
180,306,1,305
20,370,1,369
292,249,3,248
263,721,5,720
9,611,5,610
196,346,3,345
275,142,3,141
307,427,4,426
220,943,4,942
130,126,4,125
267,824,2,823
108,8,3,7
197,58,3,57
229,680,4,679
180,741,1,740
191,1061,4,1060
233,448,3,447
89,900,4,899
192,941,4,940
127,603,5,602
125,905,2,904
243,265,4,264
89,289,3,288
156,25,3,24
304,71,3,70
118,382,5,381
20,222,2,221
230,181,4,180
279,508,3,507
287,132,3,131
278,1497,2,1496
300,33,4,32
71,699,3,698
89,259,2,258
307,55,3,54
58,742,3,741
93,744,4,743
129,642,4,641
25,1015,3,1014
55,121,5,120
81,508,2,507
61,12,4,11
275,40,3,39
180,1015,1,1014
151,301,3,300
177,845,4,844
216,597,4,596
78,303,4,302
137,484,4,483
307,81,5,80
74,284,2,283
268,198,4,197
306,94,3,93
221,781,3,780
120,740,3,739
268,22,1,21
12,864,4,863
229,742,5,741
268,507,4,506
238,1099,5,1098
244,1028,5,1027
55,546,3,545
294,961,5,960
270,1028,2,1027
221,812,2,811
68,240,3,239
9,7,4,6
21,376,3,375
293,931,3,930
81,717,1,716
278,399,4,398
268,234,1,233
5,98,5,97
242,1039,4,1038
297,181,4,180
281,325,1,324
77,323,1,322
117,200,5,199
282,1114,5,1113
170,292,4,291
69,217,4,216
9,100,5,99
244,181,4,180
106,333,3,332
245,561,1,560
12,901,1,900
275,70,4,69
243,17,2,16
188,56,5,55
225,242,5,241
61,1016,4,1015
275,417,4,416
213,478,4,477
305,235,4,234
221,26,3,25
279,631,5,630
59,430,5,429
55,71,4,70
41,274,5,273
0,202,5,201
12,809,4,808
172,289,4,288
14,749,1,748
184,23,4,22
279,540,3,539
243,381,4,380
149,293,4,292
6,497,4,496
177,317,4,316
177,742,3,741
94,1217,3,1216
233,1462,3,1461
96,222,5,221
108,127,2,126
116,268,5,267
268,705,2,704
129,1246,3,1245
263,655,4,654
206,13,3,12
41,588,5,587
245,409,2,408
86,367,4,366
100,304,3,303
255,127,4,126
91,794,3,793
180,762,2,761
212,235,1,234
91,739,2,738
291,661,5,660
245,665,4,664
273,845,5,844
187,692,5,691
17,86,4,85
4,439,1,438
235,632,3,631
192,407,4,406
143,709,4,708
89,1198,5,1197
47,609,4,608
4,225,2,224
21,128,5,127
310,432,4,431
7,22,5,21
275,188,4,187
221,173,5,172
71,866,4,865
298,134,4,133
0,171,5,170
307,295,3,294
164,216,4,215
221,49,3,48
180,121,4,120
199,11,5,10
233,626,4,625
243,707,4,706
89,25,5,24
207,216,5,215
262,96,4,95
133,323,4,322
278,586,4,585
1,292,4,291
287,593,2,592
48,302,4,301
285,153,5,152
204,304,3,303
21,80,4,79
233,318,4,317
222,328,3,327
14,25,3,24
267,147,4,146
93,1220,3,1219
273,405,4,404
6,492,5,491
267,217,2,216
15,55,5,54
163,620,3,619
289,161,4,160
91,515,4,514
238,1070,5,1069
55,449,5,448
247,234,4,233
233,10,3,9
279,1049,2,1048
307,187,5,186
275,64,5,63
191,948,3,947
121,509,4,508
84,588,3,587
261,931,2,930
200,272,3,271
180,870,2,869
294,739,4,738
262,568,4,567
294,39,4,38
200,1100,4,1099
92,820,3,819
158,1028,5,1027
157,665,2,664
292,423,3,422
81,597,3,596
275,181,5,180
12,823,5,822
216,2,3,1
82,660,4,659
188,20,5,19
221,796,4,795
145,1022,5,1021
266,121,3,120
125,294,3,293
180,1060,1,1059
124,80,4,79
42,120,4,119
12,780,1,779
252,259,2,258
41,44,3,43
76,518,4,517
290,686,5,685
267,21,3,20
261,28,3,27
233,81,3,80
28,245,3,244
235,57,5,56
157,729,3,728
155,661,4,660
231,52,5,51
167,866,5,865
36,288,4,287
140,245,3,244
234,230,4,229
101,70,3,69
76,172,3,171
89,506,5,505
185,566,5,565
43,660,5,659
117,774,5,773
6,661,5,660
48,1003,2,1002
61,68,1,67
41,1028,4,1027
177,433,4,432
84,51,2,50
76,474,5,473
57,1099,2,1098
55,1047,4,1046
196,688,1,687
285,99,4,98
89,258,3,257
180,1288,1,1287
294,190,4,189
223,69,4,68
271,317,4,316
220,1010,3,1009
65,877,1,876
206,318,5,317
233,487,3,486
6,648,5,647
86,82,5,81
194,1052,1,1051
43,449,5,448
305,287,4,286
193,172,3,171
93,62,3,61
166,659,4,658
107,100,4,99
229,304,5,303
180,927,1,926
53,302,4,301
89,22,4,21
180,696,2,695
285,357,4,356
13,269,4,268
310,179,2,178
91,121,5,120
20,440,1,439
243,550,1,549
180,405,4,404
64,806,4,805
36,540,2,539
43,443,5,442
243,183,4,182
0,265,4,264
269,25,5,24
298,387,2,386
93,572,3,571
285,746,4,745
238,272,5,271
215,55,5,54
253,121,3,120
61,665,2,664
177,385,4,384
193,23,4,22
267,955,3,954
187,143,5,142
275,294,4,293
157,1098,4,1097
206,845,3,844
160,48,1,47
304,654,4,653
46,324,3,323
63,736,4,735
190,751,3,750
6,378,5,377
58,92,5,91
68,268,5,267
9,461,3,460
20,129,4,128
57,9,4,8
193,152,3,151
6,200,5,199
112,126,5,125
172,328,5,327
94,233,4,232
15,194,5,193
58,323,4,322
310,654,3,653
291,589,4,588
42,203,4,202
78,50,4,49
234,70,5,69
124,190,5,189
283,322,3,321
302,161,5,160
253,378,3,377
254,1034,1,1033
103,301,2,300
89,923,5,922
5,463,4,462
278,122,1,121
285,298,4,297
221,448,3,447
296,57,5,56
41,625,3,624
129,1217,4,1216
253,357,3,356
108,475,1,474
229,1444,2,1443
243,310,3,309
5,301,2,300
35,748,4,747
255,443,3,442
101,515,1,514
103,285,4,284
20,447,5,446
110,301,4,300
17,408,5,407
24,222,4,221
109,944,3,943
269,98,5,97
67,237,5,236
82,215,4,214
5,258,2,257
88,216,5,215
127,317,4,316
304,512,4,511
183,412,2,411
285,175,5,174
278,1428,3,1427
255,86,5,85
220,48,5,47
139,332,3,331
189,977,2,976
10,227,3,226
200,203,5,202
149,181,5,180
125,245,3,244
19,208,2,207
143,742,4,741
180,930,1,929
108,566,4,565
84,1065,3,1064
212,133,3,132
221,379,1,378
222,11,3,10
214,421,4,420
217,208,3,207
173,937,5,936
274,186,3,185
67,742,1,741
267,583,4,582
159,462,4,461
194,273,4,272
223,178,4,177
4,110,1,109
98,1016,5,1015
1,251,5,250
291,9,4,8
71,568,4,567
84,228,3,227
82,281,5,280
91,831,2,830
6,543,3,542
86,401,2,400
286,926,4,925
0,155,2,154
233,632,2,631
221,53,5,52
23,64,5,63
6,554,3,553
81,56,3,55
160,318,3,317
195,393,4,392
55,91,4,90
81,477,3,476
6,472,2,471
255,761,4,760
225,56,4,55
278,741,5,740
307,1286,3,1285
15,8,5,7
179,202,3,201
202,93,4,92
144,56,5,55
287,305,4,304
83,742,3,741
43,644,3,643
16,13,3,12
312,117,4,116
147,1,4,0
196,347,4,346
20,164,5,163
278,982,3,981
238,491,5,490
184,287,5,286
296,89,4,88
302,68,4,67
185,250,1,249
72,206,3,205
103,756,2,755
93,216,3,215
238,194,5,193
196,511,5,510
279,1,4,0
0,117,3,116
223,583,1,582
302,397,1,396
59,162,4,161
197,258,4,257
238,513,5,512
5,69,3,68
232,375,4,374
84,642,4,641
109,38,3,37
183,522,3,521
98,873,1,872
12,418,2,417
200,518,4,517
12,858,1,857
213,131,3,130
295,228,4,227
221,87,3,86
278,725,4,724
216,182,2,181
84,433,3,432
238,234,3,233
12,72,4,71
193,77,3,76
207,663,5,662
108,178,3,177
229,172,4,171
58,485,2,484
312,478,3,477
69,1133,3,1132
61,182,5,181
197,234,3,233
64,125,4,124
173,660,5,659
89,12,5,11
129,1248,3,1247
99,354,2,353
282,432,5,431
274,418,3,417
310,98,5,97
194,751,4,750
129,105,4,104
268,252,1,251
285,73,5,72
6,623,3,622
55,222,5,221
209,204,5,203
238,9,5,8
95,87,4,86
296,73,2,72
248,239,3,238
93,860,2,859
83,121,4,120
274,265,4,264
134,1046,3,1045
290,1178,4,1177
124,382,1,381
69,399,4,398
310,9,4,8
300,523,4,522
151,685,5,684
243,172,4,171
274,1091,2,1090
52,281,4,280
197,118,2,117
243,790,4,789
25,125,4,124
150,13,3,12
123,496,1,495
23,191,5,190
270,65,3,64
306,634,3,633
293,1245,3,1244
233,241,2,240
24,501,3,500
292,137,3,136
200,432,3,431
74,240,1,239
12,181,5,180
206,68,2,67
1,50,5,49
312,566,4,565
143,125,4,124
187,443,4,442
275,324,4,323
144,974,1,973
71,234,4,233
82,385,4,384
180,619,3,618
108,402,4,401
206,107,3,106
184,216,4,215
13,213,5,212
148,319,2,318
56,79,5,78
229,963,5,962
175,875,4,874
252,97,4,96
283,269,4,268
105,526,4,525
120,180,3,179
61,86,2,85
290,418,4,417
83,1033,4,1032
292,380,2,379
206,58,3,57
193,187,4,186
108,97,3,96
282,845,4,844
296,275,5,274
180,334,1,333
77,255,4,254
10,425,4,424
307,59,4,58
192,1078,4,1077
296,234,3,233
86,585,4,584
249,204,2,203
7,50,5,49
185,148,4,147
311,692,4,691
90,683,3,682
4,454,1,453
290,376,3,375
174,127,5,126
144,737,2,736
6,644,5,643
275,419,5,418
82,210,5,209
101,524,3,523
152,174,1,173
61,302,3,301
48,995,3,994
267,298,3,297
206,554,2,553
312,616,5,615
285,44,3,43
278,168,5,167
275,474,5,473
61,59,4,58
253,219,1,218
82,97,4,96
62,100,5,99
15,178,5,177
296,233,2,232
89,945,5,944
84,25,2,24
41,98,4,97
302,393,4,392
273,50,5,49
103,299,3,298
93,792,4,791
183,98,4,97
292,708,3,707
247,589,4,588
17,950,3,949
216,27,1,26
199,892,4,891
200,148,1,147
295,222,5,221
6,662,3,661
195,381,4,380
68,427,3,426
71,196,4,195
255,472,4,471
127,182,4,181
150,747,3,746
6,171,3,170
285,85,5,84
171,220,4,219
307,516,4,515
189,974,2,973
81,756,1,755
307,436,4,435
58,235,1,234
63,1063,3,1062
144,756,2,755
219,298,4,297
20,324,4,323
284,269,4,268
206,65,3,64
197,658,3,657
219,333,3,332
209,70,4,69
180,14,1,13
157,128,2,127
142,682,3,681
74,237,2,236
198,221,4,220
222,1150,2,1149
296,25,4,24
275,78,4,77
298,847,4,846
292,325,2,324
300,138,2,137
0,47,4,46
163,281,4,280
95,673,4,672
290,1016,4,1015
6,451,5,450
232,177,4,176
5,517,4,516
201,283,3,282
213,117,4,116
183,602,4,601
276,257,3,256
193,212,1,211
94,68,4,67
24,257,4,256
5,23,4,22
37,573,1,572
312,436,4,435
21,241,3,240
261,617,3,616
129,569,3,568
65,181,5,180
20,948,1,947
180,1332,1,1331
261,174,3,173
205,302,5,301
221,22,5,21
75,61,4,60
150,703,4,702
313,28,5,27
12,147,3,146
43,258,4,257
302,418,4,417
15,89,2,88
269,558,5,557
247,117,5,116
124,318,5,317
137,523,5,522
267,386,2,385
290,15,5,14
233,147,3,146
238,96,5,95
14,331,3,330
93,155,2,154
135,89,4,88
222,423,3,422
81,194,4,193
144,355,3,354
279,845,3,844
178,339,1,338
177,199,4,198
306,949,4,948
9,488,5,487
115,331,3,330
22,258,5,257
307,174,4,173
184,114,4,113
187,237,3,236
117,654,5,653
245,721,4,720
233,98,4,97
193,239,3,238
93,24,4,23
121,378,4,377
311,100,4,99
261,64,5,63
153,242,3,241
222,763,3,762
98,403,4,402
82,43,4,42
129,307,4,306
173,402,5,401
255,487,5,486
58,177,4,176
160,168,1,167
243,53,3,52
249,196,4,195
42,40,3,39
284,150,5,149
41,953,2,952
96,670,5,669
121,510,4,509
60,323,3,322
221,106,2,105
3,264,3,263
303,259,1,258
36,403,5,402
48,68,1,67
302,1098,4,1097
164,372,5,371
175,324,5,323
2,335,1,334
55,869,3,868
43,15,4,14
189,117,4,116
28,189,4,188
93,174,4,173
129,949,3,948
116,181,5,180
302,779,1,778
18,435,5,434
193,191,4,190
157,24,4,23
55,447,4,446
261,223,3,222
180,1334,1,1333
213,137,4,136
91,747,4,746
187,96,5,95
57,173,5,172
243,154,5,153
133,879,4,878
297,625,4,624
253,230,4,229
229,138,3,137
15,209,5,208
150,835,5,834
180,1327,1,1326
144,1248,3,1247
199,588,5,587
247,257,3,256
296,432,4,431
311,133,5,132
150,12,5,11
109,568,3,567
304,483,5,482
140,258,5,257
43,240,4,239
185,263,3,262
213,213,4,212
232,208,4,207
103,287,2,286
311,153,2,152
0,222,4,221
205,323,1,322
229,419,4,418
55,450,3,449
93,651,5,650
204,316,4,315
13,174,5,173
267,790,2,789
275,1081,3,1080
82,929,3,928
267,580,3,579
221,1041,3,1040
278,89,4,88
4,424,1,423
111,331,4,330
295,429,5,428
17,202,3,201
12,868,5,867
86,210,5,209
9,285,5,284
180,328,3,327
22,463,4,462
252,746,3,745
233,228,3,227
298,1047,2,1046
65,1,3,0
215,174,5,173
289,208,3,207
78,1161,2,1160
263,448,2,447
3,303,5,302
143,831,3,830
137,517,4,516
63,433,2,432
4,1,4,0
275,357,5,356
61,433,5,432
238,475,5,474
292,166,3,165
129,234,5,233
263,70,4,69
207,197,5,196
23,763,5,762
278,1162,3,1161
2,245,1,244
100,596,3,595
161,1019,4,1018
222,908,1,907
98,246,3,245
238,430,3,429
159,160,5,159
171,580,4,579
302,1160,2,1159
53,676,5,675
43,507,3,506
209,97,5,96
163,930,4,929
298,240,2,239
27,217,3,216
304,79,3,78
17,729,3,728
81,343,1,342
108,1012,4,1011
206,25,4,24
91,1209,1,1208
108,1,4,0
14,222,3,221
57,709,5,708
302,693,4,692
151,111,5,110
193,160,2,159
91,241,3,240
76,91,3,90
243,662,3,661
176,321,2,320
130,221,3,220
196,302,3,301
226,50,4,49
84,282,3,281
294,72,4,71
180,1,3,0
276,255,4,254
278,96,4,95
0,253,5,252
17,182,4,181
275,568,4,567
86,177,5,176
176,69,1,68
212,13,4,12
124,134,5,133
127,739,4,738
290,428,5,427
24,208,4,207
287,272,5,271
206,1350,2,1349
270,56,3,55
4,363,3,362
273,748,5,747
69,419,5,418
310,559,2,558
150,919,5,918
198,268,5,267
200,209,3,208
98,274,1,273
10,740,4,739
58,77,4,76
183,277,3,276
221,88,4,87
37,161,5,160
58,418,2,417
103,300,3,299
297,1346,3,1345
179,1119,3,1118
6,674,2,673
120,14,5,13
267,1041,1,1040
251,277,4,276
302,411,4,410
209,527,5,526
233,648,3,647
311,573,5,572
307,215,3,214
233,1397,4,1396
74,546,3,545
116,15,5,14
245,239,3,238
63,516,5,515
84,187,5,186
238,81,3,80
58,54,4,53
255,220,3,219
215,196,5,195
202,282,1,281
12,195,3,194
143,153,5,152
99,268,3,267
209,274,5,273
93,471,4,470
12,807,1,806
124,657,3,656
64,1142,4,1141
0,113,5,112
75,175,4,174
293,508,4,507
262,1451,4,1450
293,930,3,929
120,117,1,116
84,13,3,12
302,426,3,425
211,180,1,179
5,492,5,491
180,240,1,239
278,746,5,745
302,1109,4,1108
183,191,4,190
309,116,5,115
312,22,3,21
313,1150,4,1149
12,121,5,120
42,5,4,4
57,214,2,213
214,164,3,163
61,288,2,287
279,127,5,126
160,898,3,897
10,723,5,722
93,218,3,217
34,243,2,242
310,566,4,565
47,680,3,679
84,604,4,603
287,527,3,526
183,514,5,513
150,929,3,928
89,690,4,689
10,38,3,37
103,1016,1,1015
105,582,4,581
180,1010,1,1009
36,117,4,116
275,845,4,844
21,258,5,257
69,82,4,81
4,98,3,97
307,95,4,94
59,208,5,207
269,778,5,777
242,208,4,207
91,540,2,539
80,280,4,279
292,412,1,411
199,478,5,477
12,308,3,307
55,184,4,183
115,250,4,249
294,172,4,171
62,1007,5,1006
294,235,4,234
103,1010,1,1009
155,641,5,640
268,1165,1,1164
159,430,5,429
236,191,4,190
286,252,1,251
289,132,3,131
44,109,5,108
223,678,3,677
144,764,2,763
276,1011,3,1010
64,100,3,99
271,1101,5,1100
115,255,3,254
183,86,5,85
284,151,5,150
221,148,2,147
71,28,4,27
270,187,5,186
93,211,5,210
245,425,5,424
114,8,5,7
175,327,3,326
12,396,3,395
128,331,2,330
256,1260,2,1259
94,1,5,0
146,904,5,903
150,58,4,57
183,660,3,659
310,386,3,385
104,268,4,267
157,510,3,509
33,312,4,311
71,427,5,426
262,416,5,415
93,1048,4,1047
199,291,3,290
44,118,4,117
278,144,4,143
144,22,5,21
70,89,5,88
181,69,5,68
192,627,4,626
213,302,4,301
150,485,5,484
101,322,3,321
233,571,2,570
248,930,2,929
194,328,4,327
108,258,5,257
221,552,2,551
281,288,4,287
116,758,2,757
22,381,4,380
111,327,1,326
302,145,1,144
251,300,4,299
150,372,5,371
281,327,5,326
303,237,5,236
289,568,3,567
63,160,4,159
27,79,4,78
167,1278,3,1277
264,471,4,470
17,113,5,112
82,82,5,81
89,499,5,498
233,1186,4,1185
86,196,5,195
25,685,3,684
149,129,4,128
160,98,4,97
69,210,4,209
50,182,3,181
221,1057,4,1056
91,176,5,175
203,216,4,215
163,685,5,684
56,682,3,681
183,207,4,206
59,403,3,402
91,180,5,179
42,204,4,203
221,1042,4,1041
196,300,4,299
91,790,3,789
293,282,3,281
200,747,2,746
200,215,2,214
192,410,3,409
270,705,4,704
213,693,3,692
72,657,5,656
89,187,4,186
314,273,3,272
47,309,3,308
254,472,1,471
269,671,4,670
65,7,3,6
5,478,4,477
100,222,3,221
206,1046,4,1045
143,182,3,181
84,83,4,82
101,625,3,624
157,770,5,769
296,588,4,587
89,507,5,506
270,482,5,481
129,901,1,900
177,276,3,275
89,245,3,244
180,1094,1,1093
310,143,3,142
266,17,4,16
200,51,2,50
193,647,4,646
58,387,3,386
0,227,4,226
115,751,3,750
169,292,5,291
109,578,3,577
59,1021,5,1020
286,347,4,346
196,55,3,54
37,679,5,678
194,1014,4,1013
278,227,4,226
83,748,4,747
30,886,2,885
315,98,5,97
24,25,5,24
167,274,4,273
102,24,4,23
298,588,4,587
193,478,3,477
286,294,5,293
233,582,4,581
278,1048,1,1047
86,9,4,8
180,408,1,407
278,1151,2,1150
48,47,5,46
295,855,5,854
43,95,4,94
91,216,3,215
134,39,3,38
12,66,3,65
261,386,3,385
6,676,3,675
115,942,3,941
317,474,4,473
140,826,2,825
268,13,4,12
221,1044,4,1043
81,455,4,454
278,254,3,253
41,685,4,684
144,1245,5,1244
183,161,2,160
48,625,3,624
176,243,1,242
312,99,4,98
31,290,3,289
307,848,4,847
144,448,5,447
129,542,3,541
129,806,3,805
164,288,2,287
248,255,3,254
48,581,3,580
194,300,3,299
117,475,5,474
129,316,4,315
103,293,3,292
200,1229,3,1228
141,82,4,81
118,718,5,717
302,94,3,93
98,50,5,49
305,14,5,13
91,709,2,708
226,295,5,294
2,337,1,336
93,820,1,819
58,1107,4,1106
29,539,3,538
261,821,3,820
5,508,3,507
310,716,4,715
267,364,3,363
261,553,4,552
213,275,3,274
15,56,5,55
261,293,2,292
292,132,4,131
61,132,5,131
93,346,4,345
12,59,4,58
239,313,5,312
101,161,2,160
82,301,2,300
290,7,5,6
311,28,4,27
30,484,5,483
290,70,4,69
55,172,5,171
108,588,4,587
109,1246,2,1245
58,429,4,428
245,1218,3,1217
64,196,5,195
23,367,2,366
91,115,3,114
